,URL,Title
35,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ6rmYsZujmIEQke-zlLvTgj-Y1_hoc6q4RcreOfeCVrKzWl4_mRWuE-ZzYYzx1VUZfWxXkZ-3yDJiNvIU9leb9Q15Cyv3oy9Dw9Ukd2fyzVrkWwpzd0LfhjUgQhqwgagG9Fc0ZDZoQ7zKPrzlLp4YaYWEeG_SLzByTESbRB5AyQFgrR8oxNbGRlom7PceifuISgnFi42w0AooUx0KXnsveSOpmJL-jWvPkWLIfOvBn6didyjV1QysAvQOgreUofVL288jJ3BVIzFvyosbU4oD-ezrVyl5ZhFOY3ZyMnIZeaw9iY1lUv1JeohBy33gYZbJVcGnzZ1Eh2UPX-npKGxChVcIOwLlPxyM_4GIYHvjzjyOQ00kvDSEGUxi2EXKHSOm16SaFw-cHRk1KakcFdW-HTtiosLkjdsn3Paeq4rXUmc88icsQaDGMTsXcB9UYW3nAHvokejLTWJr7Sm-fArF4tz8zrop4zcj63TZYNauyD1AU0RTJ8U4yth9yNYESuf_nh7UuYugkYajb2qray0fm0=&p=0&fvj=1&vjs=3,Back End Developer
36,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0AHN9aqJ2qbJXdGu5Dm6PLKkxA75kNiuN1i86_TbvpuNpJiX7tJnETdhkWVSX1l3yqSeSer567Gn_VRd8jGh_nx9pJE6vHWmC2FjeZEEKyo258Uze4NYhvZyXvCnCkScbZUUPVIndvnzR0XPUvz3R6hDoLPsWlLtzN63IxpQMFzAQ8QgSWmwy2FKXbwCNs66VX7e1_6MJ1uJuARBcdokpAUOZHcrhUzioxRiU44ayjm5DGkGrPtWsw3iTJIUt2cbDkld7oVwHm1sPiKZID3ci3oVK6AyAQioc6420CbWk0zch2g0N1yZw3zxjztMqQaJDKMZ9SIvIk0PuEQQGevUPEJYgkUohDcDYzIFw1KI517xrsTHgiDqI8iZDXNW_L3EBHlaOyADQdOhie4vxVzMonf5MYnIqf3p-zq_uDndncl4Fenq42IL88V&p=1&fvj=1&vjs=3,Marketing Analyst/Developer
37,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DVRhBzHv6scLIxngqcVF4AoHmhvRmECp-DwdmPrw5G_Aks-yhzTohPrJZlnkd8JLaoc2kVhJDaDCnh9w1JqINpPW3jL-YY2EC_PQXMAmvlUt7M5KqZgjhOAU_tsqFFz94D-LBpXNwfOCMqGqwgxfOegOAp0xL8oPQSY5sTog3dItqOqmb7Ry3gf7dAYMj1nqBuMgb87NizZQuTC8I2Pr3eR3nM5VAslaLVZ55sAcLuXGNjN3t2RZbmwZTRPpFPNpq7O8RJpX1OIbhpuA4WJX2JIsRtDl8gBLPZySqPbPQVpL6FHD-zZb3XtQqWl5W1I3hvx4k4OiMNzMUeozjDk0h-mN4PjlC4865dZQAvx-16VzyvDERezekHzFVTVF0mdVDJ9qbf-k_wWLbiYIlYJbfIRJU1IBZDZl2TL8pdGHoclQ==&p=2&fvj=1&vjs=3,IPS Job Developer
38,https://www.indeed.com//company/PeopleTech/jobs/Junior-Net-Developer-530ec5fcc3792cc8?fccid=1913a430727f8f42&vjs=3,Junior .Net Developer
39,https://www.indeed.com//rc/clk?jk=190db8615bb3f0b9&fccid=cc80d5313758adb1&vjs=3,Receivable Specialist
40,https://www.indeed.com//rc/clk?jk=2a9b63d5db071e75&fccid=734cb5a01ee60f80&vjs=3,Content Developer II
41,https://www.indeed.com//rc/clk?jk=fd960cad23810f7d&fccid=fe2d21eef233e94a&vjs=3,AWS Technical Customer Service Associate- Social Media
42,https://www.indeed.com//company/BNY-Mellon/jobs/Senior-Developer-878a464302b388c3?fccid=b4048be2884af072&vjs=3,Sr. Developer
43,https://www.indeed.com//rc/clk?jk=ce36d44b48687a91&fccid=fe2d21eef233e94a&vjs=3,Content Developer
44,https://www.indeed.com//company/NorthFork-Drywall-Inc./jobs/Office-Assistant-16559870db510306?fccid=5703f2935a084ba7&vjs=3,Office Assistant
45,https://www.indeed.com//rc/clk?jk=b820ff556b67f9f5&fccid=4bb4a98ffe880354&vjs=3,ATLAS Application Developer (IT Application Development - Journey)
46,https://www.indeed.com//rc/clk?jk=099116b2b4685b8e&fccid=d124dbfd3785b597&vjs=3,2019 TechX Internship- Cybersecurity (Local Seattle Area Only)
47,https://www.indeed.com//company/GMD-Development-LLC/jobs/Administrative-Assistant-f9caa525b3ac2186?fccid=82a47a41c8203f4c&vjs=3,Administrative Assistant
48,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ6rmYsZujmIEQke-zlLvTggEpEABYX6NLRmad1WaSgfx6q_VUeLe3TIhTQ2uxeL5zfT-1GKkfAruCnE2jY4w7Uy04fSCxMZ8TWgXRmSZ2_Fn-IIWQz8y5izoxkNoubuvc_D87ZKLdTuUeS_kjfu2406S_uWNS5GZWnRcrWLaBpbhF87Mw49ZyqN1XsgswbOcOEoFhyxdXRIUyCkZm9c098mnNxUfXjQMN3KCyWTR6lZGpsuYrPLAsPp3wAVNGDw7-FEOI6hkY4BbsPIRFSEv-jQaTKrRjm48hGWX4JTKR_nWOUqN7NoVG5nbB-M716Al8tk-Vrv1MKEYV52Iz1f-TTga6AvUVacMM__3sjGV6rq6viWKGEBF7_LZjP0CT4uPOQgA2QJWBh_z9uap-L6mUEuFj_ucWGplnSrTbVcRtIam02YhXHSr63n3PZU4L_UybeSTY26ivy0kVEt92espdaqWxs9VULX48PyKAFOEx_J3&p=13&fvj=1&vjs=3,Swift Developer
49,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ6rmYsZujmIEQke-zlLvTghN3_3WA_XG5RvJVNqyEBbin3j2USXfeQ-1DuWJYmNlHF-HQbbBjo1ANTAJmy8SdJ_-tFdLhc5DFnGNRwS3TvWlWRRplwxxcsUn3Df612BZSFxr9mq-kLpOhvYGsnNKcXCbHsLLLeGI-qj6QDpt15onS1qSonJcyMaGWc4fnVyVAwdhqZ9HQUzjOn_QC35yjpGw_XSUUcXqbjsDYfGNBuHhWt_9fKcgXzb1UuxIMLoFcKZcXRYCqJIptcxbyu99jJ0HgMesbA9tYo5ywgUWyycU_-DYpAs9l58ZnWwyUrbEycsYtzMNmpp_tt1FVDGYMYrDdyQnjp0rJd5Y_XdjMRPRI60zV0WeAl2M-XBTtLUByfY9-tTAprQzglP0oIOvxyeK1H7mbAc3z8NjnIR8I_i3EwecYah-JNNVBZmD5EMgUgYsldWVMs_SOB7xeTkgcfC6thGGNjCLOHJie43BYK67&p=14&fvj=1&vjs=3,Python Developer
